Incident_ID,Created_At,Country,Stream,Severity,Business_Impact,Status,Aging_Hours,Escalated,Escalation_Level,Recovery_Time_Hours,Recurrence,Hypercare_Phase,War_Room,Decision_Cycle_Min,Cross_Team_Dependency,Executive_Visibility,Rollback_Readiness,HSI,ORE,SV,SFI,CCE,RRS
INC940473,2026-04-28 20:00:00,Brazil,FI,Sev2,Critical,In Progress,11,No,None,24,Yes,Week 4,LATAM Command Center,84,Medium,High,89,61,41,0,49,68,69
INC940474,2026-04-16 14:00:00,USA,FI,Sev1,Critical,Resolved,28,Yes,L2,28,No,Week 3,North America War Room,19,Low,Medium,76,71,25,16,55,97,99
INC940475,2026-04-15 07:00:00,Argentina,SD,Sev3,High,Open,20,No,None,34,Yes,Week 2,North America War Room,76,Low,Low,78,77,27,2,75,58,88
INC940476,2026-04-01 20:00:00,Brazil,Basis,Sev2,High,Open,43,No,None,26,No,Week 3,North America War Room,75,High,Low,82,83,68,-8,85,71,91
INC940477,2026-04-05 23:00:00,Peru,FI,Sev1,Critical,Open,68,No,None,23,Yes,Week 4,LATAM Command Center,17,Medium,Low,98,69,42,6,86,97,85
INC940478,2026-04-10 19:00:00,Chile,MM,Sev4,Low,Open,7,Yes,L1,4,No,Week 1,Global Hypercare Hub,14,Medium,High,82,93,43,-3,71,70,99
INC940479,2026-04-15 21:00:00,Argentina,TM,Sev1,Critical,Monitoring,17,Yes,L2,1,Yes,Week 3,North America War Room,109,Low,High,60,62,46,15,90,79,83
INC940480,2026-04-03 12:00:00,Argentina,CO,Sev3,High,In Progress,10,Yes,L2,17,No,Week 3,Global Hypercare Hub,71,High,High,62,70,50,13,59,91,94
INC940481,2026-04-21 07:00:00,Peru,SD,Sev3,High,Monitoring,3,No,None,10,No,Week 4,North America War Room,82,Low,Low,86,94,56,2,61,92,76
INC940482,2026-04-25 08:00:00,Colombia,MDG,Sev4,Low,Monitoring,8,Yes,L2,8,Yes,Week 2,LATAM Command Center,25,Low,Medium,75,78,31,6,92,72,78
INC940483,2026-04-10 02:00:00,Chile,CO,Sev4,Low,Resolved,8,Yes,L2,29,No,Week 4,LATAM Command Center,22,Medium,High,60,67,24,-9,66,67,90
INC940484,2026-04-09 02:00:00,USA,MM,Sev3,Medium,Resolved,13,Yes,L1,3,Yes,Week 2,North America War Room,94,Medium,Medium,66,76,53,7,91,80,96
INC940485,2026-04-27 10:00:00,Canada,TM,Sev1,Critical,Open,35,Yes,L3,22,Yes,Week 3,Global Hypercare Hub,36,Low,Medium,82,62,60,6,54,83,63
INC940486,2026-04-17 07:00:00,Mexico,TM,Sev1,Critical,Monitoring,36,Yes,L1,2,No,Week 2,Global Hypercare Hub,35,Low,High,67,60,29,13,50,94,86
INC940487,2026-04-04 13:00:00,USA,ABAP,Sev4,Medium,In Progress,1,Yes,L1,24,Yes,Week 3,LATAM Command Center,30,Low,Low,91,67,39,14,93,94,62
INC940488,2026-04-26 18:00:00,Mexico,ABAP,Sev4,Low,In Progress,10,No,None,13,No,Week 1,North America War Room,17,Medium,High,81,84,33,6,57,70,87
INC940489,2026-04-13 07:00:00,Brazil,SD,Sev4,Low,In Progress,4,Yes,L2,24,No,Week 3,Global Hypercare Hub,33,Low,Medium,65,84,33,-3,61,97,91
INC940490,2026-04-04 08:00:00,Colombia,CO,Sev3,High,Resolved,24,Yes,L3,11,No,Week 3,LATAM Command Center,37,High,High,83,61,17,15,76,82,76
INC940491,2026-04-19 21:00:00,Argentina,SD,Sev4,Low,Monitoring,4,No,None,34,No,Week 3,LATAM Command Center,24,Low,Low,66,74,55,0,50,55,93
INC940492,2026-04-16 18:00:00,Chile,SD,Sev3,Medium,Resolved,11,Yes,L3,19,No,Week 1,LATAM Command Center,86,Low,Medium,73,79,55,18,70,76,64
INC940493,2026-04-12 14:00:00,USA,TM,Sev3,Medium,Monitoring,10,Yes,L2,11,Yes,Week 2,LATAM Command Center,95,High,High,78,72,24,5,94,85,68
INC940494,2026-04-10 00:00:00,Mexico,MM,Sev3,High,Open,3,Yes,L2,20,No,Week 3,LATAM Command Center,74,High,High,61,68,41,11,66,91,68
INC940495,2026-04-04 00:00:00,Colombia,TM,Sev3,High,Monitoring,10,Yes,L3,32,Yes,Week 4,LATAM Command Center,25,High,High,90,63,33,11,69,94,67
INC940496,2026-04-04 08:00:00,USA,Basis,Sev4,Medium,Resolved,3,No,None,12,Yes,Week 3,Global Hypercare Hub,80,Low,Medium,94,77,71,6,87,69,67
INC940497,2026-04-28 06:00:00,Colombia,CO,Sev1,Critical,Resolved,26,Yes,L1,1,Yes,Week 1,Global Hypercare Hub,104,Medium,Medium,66,78,49,-6,68,88,75
INC940498,2026-04-16 09:00:00,Colombia,CO,Sev2,High,Resolved,40,Yes,L1,11,Yes,Week 3,Global Hypercare Hub,35,High,High,66,71,22,12,50,88,70
INC940499,2026-04-22 00:00:00,Mexico,MDG,Sev4,Low,Monitoring,11,Yes,L1,18,No,Week 4,Global Hypercare Hub,27,High,Medium,68,76,33,-12,81,94,60
INC940500,2026-04-08 02:00:00,Canada,MDG,Sev3,High,Open,5,No,None,25,No,Week 2,LATAM Command Center,79,High,High,97,82,31,-4,54,73,65
